total,pde,data,ic,bc,amplitude,lr
0.13509207963943481,1859415.5,0.0013218516251072288,0.0029214590322226286,0.002839474007487297,0.002645141677930951,0.001
0.13368894159793854,1898349.75,0.0013061895733699203,0.0031370457727462053,0.0029498871881514788,0.0026508031878620386,0.001
0.1281973123550415,1639422.625,0.0012535140849649906,0.0029486899729818106,0.0026914849877357483,0.0025810583028942347,0.001
0.1264811009168625,1801310.0,0.0012359346728771925,0.0029170012567192316,0.0028068958781659603,0.0025686505250632763,0.001
0.12340715527534485,1690025.25,0.0012079008156433702,0.002604229375720024,0.0025784154422581196,0.002574782120063901,0.001
0.11810074746608734,1672689.5,0.0011545290471985936,0.0024666939862072468,0.0027776488568633795,0.002566601848229766,0.001
0.11732440441846848,1654971.25,0.0011465592542663217,0.0026448359712958336,0.0026403276715427637,0.0025898288004100323,0.001
0.1138705313205719,1632437.25,0.0011117644608020782,0.0027825047727674246,0.002554352395236492,0.002565267262980342,0.001
0.11141170561313629,1575648.625,0.0010884383227676153,0.002571897581219673,0.0025130677968263626,0.002539502689614892,0.001
0.10931546986103058,1573845.5,0.0010676400270313025,0.0025175651535391808,0.0025334942620247602,0.002593552228063345,0.001
0.1080513522028923,1694198.125,0.001055055996403098,0.002484481316059828,0.0025574136525392532,0.0024800437968224287,0.001
0.10415235161781311,1526484.25,0.0010164519771933556,0.002534646075218916,0.0024294573813676834,0.002510238206014037,0.001
0.10535451769828796,1795812.375,0.0010291796643286943,0.0024920396972447634,0.0023310137912631035,0.002501906594261527,0.001
0.09806094318628311,1538363.0,0.0009563795756548643,0.0024160430766642094,0.0023793564178049564,0.0025288471952080727,0.001
0.09799254685640335,1552981.125,0.0009558204328641295,0.0023763261269778013,0.002395142102614045,0.002476885449141264,0.001
0.09609293937683105,1536697.125,0.0009386235615238547,0.002238356973975897,0.0021729387808591127,0.0024937072303146124,0.001
0.09382682293653488,1455989.75,0.0009163428330793977,0.0022171244490891695,0.0021180601324886084,0.002494215965270996,0.001
0.09232880920171738,1523607.5,0.0009007870103232563,0.002259501488879323,0.0021905475296080112,0.002507611410692334,0.001
0.0917104035615921,1442395.5,0.0008952294010668993,0.0021912252996116877,0.002133716596290469,0.0024986236821860075,0.001
0.08985166251659393,1499590.5,0.0008766513783484697,0.0020835313480347395,0.002238636603578925,0.0025447276420891285,0.001
0.09107112139463425,1326631.125,0.0008886349387466908,0.0022101670037955046,0.002154293470084667,0.0025396468117833138,0.001
0.08824022859334946,1453471.625,0.0008610020740889013,0.002088117180392146,0.0021420028060674667,0.0024965209886431694,0.001
0.08473845571279526,1501027.875,0.0008266010554507375,0.0020643582101911306,0.002043025102466345,0.0024652923457324505,0.001
0.08359074592590332,1394118.875,0.0008155535324476659,0.0020404548849910498,0.001980859786272049,0.0024732279125601053,0.001
0.08319254964590073,1386101.0,0.0008124241721816361,0.00186598626896739,0.0019858102314174175,0.0024239192716777325,0.001
0.08108429610729218,1503324.375,0.0007910967105999589,0.001911113620735705,0.0019890100229531527,0.002456632209941745,0.001
0.0793086588382721,1331139.875,0.0007733813254162669,0.0018955335253849626,0.0019975665491074324,0.0023984548170119524,0.001
0.07784007489681244,1329971.75,0.0007574257324449718,0.002077654469758272,0.002068077912554145,0.00246390700340271,0.001
0.0786752998828888,1398998.875,0.0007671311032027006,0.002020432846620679,0.0018544388003647327,0.0024761289823800325,0.001
0.07541989535093307,1330934.125,0.000735558511223644,0.001821237849071622,0.0018571553518995643,0.0024849972687661648,0.001
0.07466604560613632,1450388.0,0.0007278142147697508,0.001776047283783555,0.001943497802130878,0.002484748139977455,0.001
