model,role,Mean_MSE,Mean_MAE,Mean_Relative_L2_Error,Mean_NRMSE,Mean_NMAE,Mean_Relative_Max_Error,Mean_PSNR_dB,Mean_Correlation,Mean_Energy_Ratio,Mean_Bias,Training_time_seconds,experiment,scenario,source_case,factor_tested,ablation_epochs,lambda_pde,use_fourier,Residual_MAE,Residual_RMSE,Residual_MaxAbs
Data-only NN with Fourier,ablation_remove_physics,1.2172068590223417e-05,0.002749287451934201,0.34535723597181417,0.034695663954210636,0.02736829276427911,0.1980884901950433,29.38323081199552,0.9360299994059215,1.1092968913858063,6.397859210337163e-05,62.70856213569641,data_only_fourier,faulted,multi_source,PDE term removed,700,0.0,True,378.05279541015625,544.3414306640625,3251.84912109375
Data-only NN without Fourier,ablation_remove_physics_and_fourier,0.00016421048133050806,0.007857171899345494,1.060939085652286,0.13051763873608258,0.08522161826435481,0.9685233913235142,18.714224922048448,0.017754786921284613,0.1366156616727579,0.0035226972897741435,59.953275203704834,data_only_no_fourier,faulted,multi_source,PDE and Fourier terms removed,700,0.0,False,0.07775212824344635,0.1001744344830513,0.3943764865398407
Weak-PDE PINN without Fourier,ablation_remove_fourier,0.0001507955328743809,0.005970496700354769,1.0004725061602635,0.1246080584310646,0.06625185223432989,0.994642218564764,19.21485488192125,0.03410848966369364,0.016234409663094522,-0.000322603349617874,83.12500381469727,weak_pde_no_fourier,faulted,multi_source,Fourier features removed,700,1e-08,False,0.08424423635005951,0.09967275708913803,0.3170875906944275
Stronger-PDE PINN with Fourier,ablation_pde_weight_sensitivity,1.012668166668693e-05,0.0024789586205688214,0.3100772208467469,0.032030048060379054,0.02499767316171442,0.23938869568819288,30.15880357580964,0.945497660240853,1.0162939256525438,8.039266406248076e-05,89.31504511833191,stronger_pde_fourier,faulted,multi_source,PDE weight increased,700,1e-07,True,188.90118408203125,254.9508819580078,1110.5782470703125
