scenario,source_case,metric,mean,std,min,max,num_seeds,repeat_epochs
faulted,multi_source,Mean_MSE,1.01342358195564e-05,3.5658850173810505e-07,9.831662770841563e-06,1.0527374617451578e-05,3,700
faulted,multi_source,Mean_MAE,0.0024943108523573536,5.275754886817409e-05,0.0024485810533995613,0.0025520318571556583,3,700
faulted,multi_source,Mean_Relative_L2_Error,0.31347092271253124,0.0062986657719127995,0.3089038244313536,0.3206564510935712,3,700
faulted,multi_source,Mean_NRMSE,0.031749840395430655,0.0005191893484259762,0.03130711631545396,0.03232127974298917,3,700
faulted,multi_source,Mean_PSNR_dB,30.17333140904824,0.14916931636182448,30.008829721278428,30.29980759617112,3,700
faulted,multi_source,Mean_Correlation,0.9448582140383718,0.0014073657766787775,0.9432334044220609,0.9456965748174161,3,700
faulted,multi_source,Mean_Energy_Ratio,1.0689467487832296,0.009738477405765509,1.0595374744162764,1.0789840315669832,3,700
faulted,multi_source,Residual_MAE,281.8336893717448,24.5352767666011,257.50567626953125,306.57110595703125,3,700
faulted,multi_source,Residual_RMSE,393.80275472005206,35.78401051608676,358.10418701171875,429.6716003417969,3,700
