mode,num_snapshots,Mean_MSE,Mean_MAE,Mean_Relative_L2_Error,Mean_NRMSE,Mean_PSNR_dB,Mean_Correlation,Homogeneous_Mean_Relative_L2_Error,Homogeneous_Mean_NRMSE,Homogeneous_Mean_Correlation,Layered_Mean_Relative_L2_Error,Layered_Mean_NRMSE,Layered_Mean_Correlation,Coarse_Mean_Relative_L2_Error,Coarse_Mean_NRMSE,Coarse_Mean_Correlation,SparseInterp_Mean_Relative_L2_Error,SparseInterp_Mean_NRMSE,SparseInterp_Mean_Correlation,SparseInterp_sample_fraction,FDM_time_seconds,Homogeneous_FDM_time_seconds,Layered_FDM_time_seconds,Coarse_FDM_time_seconds,SparseInterp_time_seconds,Neural_model_name,Neural_display_name,PINN_training_time_seconds
synthetic,6,1.846663533192489e-06,0.0010666195732034907,0.24256924552283832,0.015778448272998874,36.297782305141276,0.9524481680742237,0.9179503314348031,0.13944812018799294,0.37603609031124785,0.4243031649746371,0.06774553708910915,0.8454733914256928,0.7564619033230836,0.10239164276803665,0.6955145312154735,0.5924344681510889,0.06326396988470788,0.8048036710808697,0.018753246753246754,0.006974935531616211,0.006100893020629883,0.0066680908203125,0.07514810562133789,0.039167165756225586,weak_pde_pinn,Weak-PDE PINN,361.44730496406555
